username,role,course_id,slug_id,slug_type,title,nposts,body,code
HelenaMarques,Student,UBCx/Climate1x/1T2016,56b123a017a62f059c0002d7,initial_post,Feedback Loop,0,"Amplyfing feedback: increasing violence causes tighter legislation and as a consequence more police force , thus increasing the indignities and the damage to the community which causes more violence.
 Stabilizing feedback: when traders sell much a product its price just go down, but when traders buy a product will increase its value so they can quickly pay for this purchase.",t
Juancl38,Student,UBCx/Climate1x/1T2016,56ae8bd717a62f0516000149,initial_post,"No entendi, que pena",0,Que pena no entendi como utilizar la herramienta para presentar la Tarea 1,a
Elisabeth20b,Student,UBCx/Climate1x/1T2016,569fb0cce160f2053e000af2,initial_post,Quizz 2 Question 2,1,I have the right answer but there is no button to submit!!! Only the button show answer! Please advise. Thank you and namaste,a
LanePope,Student,UBCx/Climate1x/1T2016,569525a6a66778051200047a,initial_post,Temperature differences,5,"Hi! I sure have noticed two things. 1) The temperature is going up (even if it is due to El Nino) and 2) The seasons seem to come earlier. Has anyone else noticed these things? It is going to be -2 today in Alberta and that is quite warm for this time of year. Went outside today without a hat and was quite comfortable.
 
 I wonder how much of El Nino is caused by Climate Change? I wonder if they are connected. :)",t
Akatombo,Student,UBCx/Climate1x/1T2016,56d4f6afec442e0546000a48,initial_post,Climate Change Model,0,"Climate Change Model
  I couldn’t find out how to make model. So I’ll check the nuclear power plants. It looks to predict easily what is going to impact on climate change.
 As you know, it’s the wonderful power energy without co2 in the air. At least it was believed in Japan by the 11th, March 2011. 
 
 After huge disaster in Fukushima nuclear power plants exploded, we began to know what happened and how we were stupid. So in this model, I checked 
 Nuclear tests, and how many nuclear power plants we have in the past few decades. Then I’ll predict how it’ll be going on.
 
  At first I checked how many times nuclear tests was repeated in the world.
 We, Japanese, had a nuclear bomb in 1945. That was the first time to use nuclear power as bomb. First Hiroshima then Nagasaki. When we read and watch documents about those, everybody said they saw mushroom cloud and 
 strong heats. Even now we saw a shadow of humane on the stair belonged building. They said a humane body became a carbonized. It was summer. So many Japanese women wore kimono (called yukata ) and pants ( also called monpe). If yukata had a dark color, it’s pattern was printed on human’s skin.
 Or many people couldn’t feel at all although their skin was hanging from their arms and faces. We saw the same situation very recent in Syria.
 
  Whenever nuclear bomb explodes, a center of the fireball reach a million degrees Celsius, and surface of ground gets to 3000-5000 degrees Celsius.
 
 In last decades many countries tried nuclear tests.
  America--- 1013 times (both nuclear bomb hydrogen bomb)
  Russia------715 times ( also both)
  England----45 times
  France-------210 times
  China--------45 times
  India---------- 2 times
  Pakistan----- 6 times
  North Korea—5 times 
  South Africa and Israel ----1
  Surprisingly some of them were tested in other countries or far away from their own country like Australia, Algeria, Polynesia and Bikini Islands. 
 I thought these tests had effected on sea water temperature.
 But these tests were stopped after the Limited Ban Treaty in 1963. It was ratified only 3 countries ( America, Russia, England ), then 118. Lastly another treat was ratified in 1996 but it didn’t no effect in 2012. 
 
 Next I’ll talk about nuclear power plants. 
 Nowadays many countries have nuclear power plants. But after Three Mile Islands disaster, Chernobyl , and Fukushima disaster, many countries changed their mind. Germany and Sweden had already decided to stop their power plants a few years later. How I shamed Japanese government changed their tactics on nuclear power plants. They decided to reuse them and expanded using time from 40 to 60 years.
 
 Country name now they have under construction new plants
 The U.S.A 104 1 32
 France 58 1 1
 Japan 54 2 11
 Russia 32 10 24
 South Korea 21 5 11
 India 20 5 58
 England 19 0 10
 Canada 18 0 10
 Germany 17 0 0
 Ukraine 15 0 3
 China 13 27 52
 Sweden 10 0 7 
 Spain 8 0 0
 Belgium 7 0 0
 Taiwan 6 2 2
  Total 402 53 226
 
 Nuclear submarine
 The U.S.A 4 Russia 8 England 4 
  China 4 France 3 India 2
 Total 25
 When we use nuclear power plants, we should always use water to cool down its water vapor. Because of this nuclear power plants are constructed near a river and sea. In case of Japan if a million kw nuclear power plant worked, its heat could boil 150L bath for ten thousands family at instantly. So we should cool down this water. A researcher checked this many times. He said
 the temperature in sea around a nuclear power plant went up to 2 Celsius degrees . The difference of 2’C brought totally different creatures. Once familiar creatures had gone, new creatures appeared. After Fukushima disaster all new clear power plants stopped, then the temperature went down. New spices went out and familiar creatures came back.
 
 Water vapor generates electricity, at the same time it make new water vapor in the sea. It effect on enormous weather. We made a bad circuit.",t
Anshul_Seecharam,Student,UBCx/Climate1x/1T2016,56d42ae322a8fb050c000990,initial_post,Next Enrollment,2,"Hi,
 Would someone be able to tell me if this course will be offered again, if so, when?
 Unfortunately, I found out about this course a bit late, and have missed several deadline.
 I would really like to study this course and obtain a verified certificate.
 
 Kind Regards",a
timothyabrown,Student,UBCx/Climate1x/1T2016,56981bd6a66778052700068c,initial_post,List of signed countries to the paris agreement,3,Where can I find a list of the countries that have signed the Paris agreement?,t
robhay,Student,UBCx/Climate1x/1T2016,5693ec665fd709051f000330,initial_post,Access,1,Access You've asked a bunch of questions re material I can't access without exposing my computer to any number of undesirables. Surely someone at EdX or the university could resolve this. BC and EdX and Coursera have not had this problem before. If all the info is in this format there is no info.,a
pedrolozanomendoza,Student,UBCx/Climate1x/1T2016,56c472cdc01ce0051d0002d3,initial_post,About the usefulness of model,1,"the model climate change 
 very important for polity of countrys for decision making corret 
 and so use the best model and less uncertainty",t
AndreaMGrant,Student,UBCx/Climate1x/1T2016,56ba994caf36f30533000872,initial_post,Soil carbon stocks and flows,13,"I'm fascinated by this area in which the cycling of carbon in soils provides a major source of flux in atmospheric-biospheric carbon dioxide. There are complexities with this with local variations vegetation, climate and water availability at the same time as some common understandings emerging about the role of microbes in cycling carbon through decomposition of organic (plant and animal) material. So far I've come across concepts of soil respiration and organisms like myccorhizal fungi that play a critical role in moving carbon and other elements between decaying matter and plants. I'm sure that more will emerge in understanding this dynamic concern of soil as a living system and how it contributes to balancing stocks and flows of carbon dioxide, water and other life forming molecules. In fact I'm beginning to see soil as a living laboratory! A space worthy of keeping a close eye on in understanding climate change.",t
